Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Maldives,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-13.58,-8.13,-6.905,-3.487,-2.418,-6.548,-9.998,-3.061,-5.27,-6.681,-23.505,-13.798,-12.015,2020
Maldives,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,
Maldives,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,
Maldives,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value. During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009. Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2023",-3.894,-2.64,-2.027,-0.86,-0.43,-2.821,-5.582,-1.252,-2.947,-4.382,-12.057,-9.382,-8.417,2020
Maldives,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-11.754,-6.516,-4.57,-1.698,-0.756,-4.468,-8.294,-1.712,-3.612,-5.08,-20.944,-11.303,-8.799,2020
Maldives,General government net debt,National currency,Billions,,,,,,,,,,,,,,,
Maldives,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,
Maldives,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value. During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009. Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2023",17.475,21.01,25.332,28.329,31.314,34.681,41.909,47.229,58.749,67.982,88.881,99.65,109.948,2020
Maldives,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,52.748,51.863,57.123,55.949,55.065,54.921,62.272,64.563,72.009,78.811,154.392,120.061,114.943,2020
Maldives,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value. During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009. Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2023",33.129,40.511,44.345,50.633,56.867,63.147,67.3,73.153,81.586,86.259,57.569,83,95.655,2020
Maldives,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2020 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Data reported to the IMF on a BPM5 basis are re-arranged to a BPM6 presentational basis, for publication purposes. Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2023",-0.19,-0.39,-0.192,-0.141,-0.135,-0.307,-1.032,-1.027,-1.503,-1.49,-1.327,-0.425,-1.124,2020
Maldives,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.322,-14.819,-6.645,-4.303,-3.656,-7.487,-23.638,-21.63,-28.38,-26.613,-35.532,-7.894,-18.113,2020
Mali,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 Notes: National accounts have new methodology starting in 1990. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,"3,722.39","3,843.00","3,810.87","3,898.33","4,174.51","4,432.15","4,691.54","4,940.44","5,174.94","5,421.52","5,354.10","5,517.66","5,722.03",2020
Mali,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.413,3.24,-0.836,2.295,7.085,6.172,5.852,5.305,4.746,4.765,-1.244,3.055,3.704,2020
Mali,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 Notes: National accounts have new methodology starting in 1990. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,"5,288.94","6,123.93","6,352.36","6,540.56","7,093.00","7,747.73","8,311.93","8,922.04","9,481.96","10,124.69","10,140.31","10,894.14","11,856.21",2020
Mali,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.698,12.993,12.45,13.243,14.369,13.106,14.022,15.36,17.079,17.281,17.643,19.656,19.048,2020
Mali,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",26.892,28.34,28.185,29.823,32.435,35.447,39.327,41.593,44.615,47.579,47.6,51.258,56.88,2020
Mali,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",142.085,159.353,166.691,167.779,169.912,174.807,177.169,180.592,183.228,186.75,189.394,197.442,207.203,2020
Mali,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","239,702.60","239,592.49","230,756.14","229,258.99","237,839.32","244,695.90","250,882.91","255,831.06","259,599.90","263,597.33","252,194.92","251,775.88","252,948.26",2020
Mali,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,018.02","2,017.10","1,942.70","1,930.10","2,002.34","2,060.06","2,112.15","2,153.81","2,185.54","2,219.19","2,123.19","2,119.67","2,129.54",2020
Mali,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","340,580.68","381,797.42","384,649.13","384,647.57","404,117.68","427,746.36","444,485.50","462,009.96","475,660.53","492,268.22","477,640.90","497,110.12","524,116.44",2020
Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",688.89,810.04,753.869,778.808,818.665,723.581,749.846,795.387,856.745,840.211,831.034,896.923,842.059,2020
Mali,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,731.68","1,766.84","1,706.68","1,753.88","1,847.96","1,957.01","2,103.01","2,153.81","2,238.08","2,313.30","2,242.12","2,338.94","2,514.45",2020
Mali,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,
Mali,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.03,0.03,0.028,0.028,0.03,0.032,0.034,0.034,0.034,0.035,0.036,0.035,0.035,2020
Mali,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",196.677,216.09,225.379,219.312,218.683,218.571,211.357,214.509,212.531,212.799,213.031,212.537,208.442,2020
Mali,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020 Notes: National accounts have new methodology starting in 1990. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,24.026,19.723,17.183,19.323,20.16,20.761,23.963,21.59,20.458,22.532,17.186,21.413,15.286,2020
Mali,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020 Notes: National accounts have new methodology starting in 1990. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,13.306,14.666,14.99,16.436,15.452,15.437,16.721,14.305,15.559,15.075,14.988,13.232,8.352,2020
Mali,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: Yes. HCPI follows common methodology for WAEMU countries Base year: 2014 Primary domestic currency: CFA franc Data last updated: 03/2023,130.915,134.785,141.93,141.107,142.366,144.405,141.803,145.189,147.965,143.482,144.172,149.663,164.745,2021
Mali,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1.196,2.956,5.301,-0.58,0.892,1.433,-1.802,2.388,1.912,-3.03,0.481,3.808,10.077,2021
Mali,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: Yes. HCPI follows common methodology for WAEMU countries Base year: 2014 Primary domestic currency: CFA franc Data last updated: 03/2023,129.174,135.966,139.23,139.23,140.826,142.185,141.106,143.571,144.692,139.888,140.896,153.361,166.109,2021
Mali,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.833,5.259,2.4,0,1.147,0.965,-0.758,1.747,0.78,-3.32,0.721,8.847,8.312,2021
Mali,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 1998 Methodology used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Formula used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 03/2023",18.871,12.348,4.053,25.929,10.725,46.525,15.851,-20.62,-12.286,10.745,7.838,12.134,-18.454,2021
Mali,Volume of Imports of goods,Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 1998 Methodology used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Formula used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 03/2023",16.345,8.314,7.543,1.993,12.565,49.859,13.336,-14.182,-12.073,11.608,10.979,13.505,-14.452,2021
Mali,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 1998 Methodology used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Formula used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 03/2023",-1.015,7.407,8.998,10.202,-1.838,31.193,-3.902,13.569,-2.61,7.638,-21.884,5.398,9.65,2021
Mali,Volume of exports of goods,Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 1998 Methodology used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Formula used to derive volumes: trade volumes directly from the authorities  data on physical exports of main categories (agricultural products, cotton, gold) Chain-weighted: No Trade System: Special trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 03/2023",-2.081,9.141,14.666,6.786,-3.004,31.84,-4.202,11.025,-0.771,3.97,-12.862,3.136,12.6,2021
Mali,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,
Mali,Employment,Persons,Millions,,,,,,,,,,,,,,,
Mali,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Notes: Population data from World Development Indicators. Primary domestic currency: CFA franc Data last updated: 03/2023,15.529,16.04,16.515,17.004,17.552,18.113,18.7,19.311,19.934,20.567,21.23,21.915,22.621,2020
Mali,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023",935.807,"1,049.94",925.843,"1,137.22","1,215.12","1,481.12","1,522.19","1,789.71","1,475.90","2,173.30","2,080.41","2,355.01","2,360.85",2021
Mali,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,17.694,17.145,14.575,17.387,17.131,19.117,18.313,20.059,15.565,21.465,20.516,21.617,19.912,2021
Mali,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023","1,071.60","1,259.19",986.591,"1,292.36","1,419.86","1,622.27","1,850.10","2,045.03","1,925.54","2,343.80","2,625.27","2,881.03","2,931.54",2021
Mali,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,20.261,20.562,15.531,19.759,20.018,20.939,22.258,22.921,20.307,23.149,25.889,26.446,24.726,2021
Mali,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023",-135.795,-209.243,-60.748,-155.142,-204.737,-141.14,-327.911,-255.314,-449.64,-170.5,-544.867,-526.025,-570.695,2021
Mali,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.568,-3.417,-0.956,-2.372,-2.886,-1.822,-3.945,-2.862,-4.742,-1.684,-5.373,-4.829,-4.813,2021
Mali,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,
Mali,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,
Mali,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023",-114.607,-173.846,-27.878,-122.742,-163.005,-95.235,-271.814,-180.914,-365.666,-66.4,-421.245,-379.307,-393.707,2021
Mali,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-2.167,-2.839,-0.439,-1.877,-2.298,-1.229,-3.27,-2.028,-3.856,-0.656,-4.154,-3.482,-3.321,2021
Mali,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023",914.244,"1,071.82","1,354.88","1,322.37","1,394.34","1,793.50","2,492.25","2,774.59","3,232.29","3,498.95","4,093.68","4,758.97","5,836.07",2021
Mali,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,17.286,17.502,21.329,20.218,19.658,23.149,29.984,31.098,34.089,34.559,40.37,43.684,49.224,2021
Mali,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023","1,337.51","1,467.59","1,612.86","1,725.52","1,908.49","2,375.54","2,993.82","3,210.53","3,558.03","4,123.33","4,758.58","5,521.31","6,309.62",2021
Mali,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.289,23.965,25.39,26.382,26.907,30.661,36.018,35.984,37.524,40.725,46.927,50.681,53.218,2021
Mali,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Approved budget and staff estimates for current year; authorities' medium-term fiscal framework plus staff estimates for outer years and the estimated impact of the January - July 2022 sanctions imposed on Mali. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Expenditure is reported on accrual basis, revenue on a cash basis (except for corporate income tax, which has a separate reporting regime) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares Primary domestic currency: CFA franc Data last updated: 03/2023","5,288.94","6,123.93","6,352.36","6,540.56","7,093.00","7,747.73","8,311.93","8,922.04","9,481.96","10,124.69","10,140.31","10,894.14","11,856.21",2021
Mali,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2021 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 03/2023",-1.147,-0.657,-0.273,-0.382,-0.676,-0.698,-1.015,-1.119,-0.837,-1.289,-0.388,-1.608,-1.321,2021
Mali,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-10.719,-5.057,-2.193,-2.887,-4.708,-5.323,-7.242,-7.285,-4.899,-7.457,-2.199,-8.182,-6.935,2020
Malta,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Eurostat Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",7.68,7.716,8.034,8.474,9.12,9.997,10.335,11.458,12.168,13.021,11.899,13.304,14.215,2022
Malta,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.544,0.467,4.118,5.473,7.634,9.608,3.381,10.869,6.193,7.009,-8.612,11.806,6.851,2022
Malta,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Eurostat Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",6.816,6.925,7.364,7.944,8.751,9.997,10.541,11.937,12.954,14.186,13.173,15.002,16.87,2022
Malta,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.043,9.637,9.468,10.551,11.629,11.093,11.665,13.48,15.305,15.883,15.034,17.755,17.779,2022
Malta,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.76,12.061,12.703,13.757,14.924,16.674,18.079,20.653,22.459,24.464,22.649,26.46,30.254,2022
Malta,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",88.744,89.742,91.668,93.754,95.951,100,101.997,104.176,106.462,108.954,110.706,112.763,118.677,2022
Malta,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,550.13","18,593.57","19,240.64","20,055.37","21,238.70","22,735.76","22,944.94","24,892.74","25,578.47","26,380.87","23,124.68","25,777.81","27,286.31",2022
Malta,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,435.78","33,514.07","34,680.40","36,148.91","38,281.81","40,980.19","41,357.22","44,868.05","46,104.04","47,550.34","41,681.19","46,463.33","49,182.35",2022
Malta,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,462.22","16,686.22","17,637.48","18,802.78","20,378.70","22,735.76","23,403.15","25,932.38","27,231.25","28,742.97","25,600.29","29,067.86","32,382.46",2022
Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","21,842.07","23,222.39","22,674.79","24,972.68","27,080.10","25,228.18","25,897.87","29,284.98","32,173.45","32,180.57","29,217.15","34,402.58","34,127.13",2022
Malta,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","28,404.54","29,062.60","30,423.68","32,560.23","34,754.61","37,922.11","40,137.46","44,868.05","47,212.48","49,566.91","44,015.88","51,269.86","58,072.14",2022
Malta,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",0.281,-1.103,-2.21,-2.728,-0.842,2.314,0.827,0.362,1.327,0.642,-7.097,-1.916,0.58,2022
Malta,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.013,0.013,0.013,0.013,0.014,0.015,0.016,0.017,0.017,0.018,0.017,0.018,0.019,2022
Malta,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.58,0.574,0.58,0.577,0.586,0.6,0.583,0.578,0.577,0.58,0.582,0.567,0.558,2022
Malta,Total investment,Percent of GDP,,"Source: National Statistics Office. Eurostat Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",22.277,17.682,17.155,16.174,15.664,24.14,23.255,20.616,19.879,20.963,21.932,21.416,26.114,2022
Malta,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Eurostat Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",17.767,17.484,18.812,18.738,24.167,26.839,22.687,26.475,26.301,25.885,26.534,25.685,26.775,2022
Malta,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Eurostat Latest actual data: 2022 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2023,91.789,94.096,97.133,98.083,98.84,100.003,100.903,102.175,103.954,105.538,106.368,107.119,113.686,2022
Malta,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.041,2.513,3.227,0.979,0.771,1.176,0.9,1.261,1.741,1.523,0.787,0.706,6.13,2022
Malta,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Eurostat Latest actual data: 2022 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2023,92.11,93.47,96.04,97.01,97.38,98.6,99.55,100.88,102.13,103.44,103.61,106.33,114.08,2022
Malta,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",4.044,1.476,2.75,1.01,0.381,1.253,0.963,1.336,1.239,1.283,0.164,2.625,7.289,2022
Malta,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2008 Methodology used to derive volumes: The data are recorded at current and constant prices and include the corresponding implicit price indices. Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 03/2023",8.217,3.793,3.773,-1.246,0.898,19.266,5.771,5.571,11.11,11.237,1.983,3.779,9.673,2021
Malta,Volume of Imports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2008 Methodology used to derive volumes: The data are recorded at current and constant prices and include the corresponding implicit price indices. Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 03/2023",8.217,3.793,3.773,-1.246,0.898,19.266,5.771,5.571,11.11,11.237,1.983,3.779,9.673,2021
Malta,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2008 Methodology used to derive volumes: The data are recorded at current and constant prices and include the corresponding implicit price indices. Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 03/2023",8.205,5.272,5.466,0.949,3.45,15.438,7.024,10.371,9.153,10.147,-1.641,6.255,6.376,2021
Malta,Volume of exports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2021 Base year: 2008 Methodology used to derive volumes: The data are recorded at current and constant prices and include the corresponding implicit price indices. Chain-weighted: Yes, from 2008 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Euro Data last updated: 03/2023",8.205,5.272,5.466,0.949,3.45,15.438,7.024,10.371,9.153,10.147,-1.641,6.255,6.376,2021
Malta,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor Force Survey Latest actual data: 2022 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2023",6.842,6.392,6.2,6.108,5.733,5.392,4.7,4,3.658,3.633,4.358,3.408,2.925,2022
Malta,Employment,Persons,Millions,"Source: Eurostat, Labor Force Survey Latest actual data: 2022 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2023",0.164,0.169,0.173,0.176,0.182,0.186,0.192,0.219,0.237,0.255,0.261,0.269,0.28,2022
